7.500000,15
7.500000,18
7.500000,13
7.500000,15
7.500000,14
7.500000,13
7.500000,14
7.500000,17
7.500000,22
7.500000,14
7.500000,18
7.500000,11
7.500000,10
7.500000,12
7.500000,11
7.500000,22
7.500000,15
7.500000,10
7.500000,16
7.500000,13
7.500000,9
7.500000,14
7.500000,12
7.500000,13
7.500000,23
7.500000,13
7.500000,11
7.500000,13
7.500000,14
7.500000,14
15.000000,30
15.000000,35
15.000000,18
15.000000,27
15.000000,17
15.000000,27
15.000000,29
15.000000,36
15.000000,30
15.000000,17
15.000000,25
15.000000,29
15.000000,25
15.000000,31
15.000000,38
15.000000,32
15.000000,31
15.000000,24
15.000000,22
15.000000,21
15.000000,23
15.000000,29
15.000000,20
15.000000,25
15.000000,20
15.000000,23
15.000000,31
15.000000,21
15.000000,22
15.000000,29
30.000000,60
30.000000,45
30.000000,53
30.000000,61
30.000000,49
30.000000,44
30.000000,35
30.000000,47
30.000000,52
30.000000,37
30.000000,33
30.000000,36
30.000000,50
30.000000,39
30.000000,54
30.000000,54
30.000000,60
30.000000,74
30.000000,59
30.000000,32
30.000000,41
30.000000,61
30.000000,83
30.000000,61
30.000000,55
30.000000,57
30.000000,70
30.000000,45
30.000000,54
30.000000,41
60.000000,126
60.000000,77
60.000000,106
60.000000,102
60.000000,91
60.000000,115
60.000000,86
60.000000,117
60.000000,99
60.000000,95
60.000000,153
60.000000,106
60.000000,68
60.000000,92
60.000000,80
60.000000,73
60.000000,89
60.000000,103
60.000000,116
60.000000,105
60.000000,72
60.000000,88
60.000000,63
60.000000,115
60.000000,69
60.000000,71
60.000000,124
60.000000,110
60.000000,117
60.000000,71
120.000000,247
120.000000,182
120.000000,186
120.000000,142
120.000000,231
120.000000,203
120.000000,216
120.000000,233
120.000000,156
120.000000,232
120.000000,158
120.000000,166
120.000000,173
120.000000,131
120.000000,180
120.000000,176
120.000000,234
120.000000,186
120.000000,226
120.000000,182
120.000000,352
120.000000,193
120.000000,214
120.000000,189
120.000000,140
120.000000,180
120.000000,173
120.000000,225
120.000000,234
120.000000,243
240.000000,482
240.000000,535
240.000000,253
240.000000,419
240.000000,410
240.000000,318
240.000000,664
240.000000,432
240.000000,392
240.000000,566
240.000000,245
240.000000,304
240.000000,260
240.000000,677
240.000000,403
240.000000,442
240.000000,394
240.000000,462
240.000000,653
240.000000,443
240.000000,428
240.000000,479
240.000000,425
240.000000,442
240.000000,455
240.000000,299
240.000000,646
240.000000,403
240.000000,342
240.000000,469
480.000000,1447
480.000000,744
480.000000,664
480.000000,644
480.000000,706
480.000000,592
480.000000,874
480.000000,670
480.000000,551
480.000000,784
480.000000,1406
480.000000,646
480.000000,495
480.000000,571
480.000000,620
480.000000,905
480.000000,556
480.000000,528
480.000000,958
480.000000,503
480.000000,517
480.000000,939
480.000000,564
480.000000,969
480.000000,930
480.000000,603
480.000000,678
480.000000,1811
480.000000,525
480.000000,496
960.000000,1928
960.000000,1257
960.000000,1644
960.000000,1278
960.000000,1663
960.000000,1210
960.000000,1571
960.000000,1573
960.000000,1660
960.000000,1810
960.000000,1245
960.000000,1641
960.000000,1257
960.000000,1392
960.000000,1910
960.000000,1614
960.000000,1325
960.000000,1163
960.000000,1755
960.000000,1429
960.000000,1312
960.000000,976
960.000000,1442
960.000000,2526
960.000000,1068
960.000000,1457
960.000000,1886
960.000000,1551
960.000000,2262
960.000000,1089
