7.500000,10
7.500000,10
7.500000,16
7.500000,16
7.500000,16
7.500000,15
7.500000,13
7.500000,12
7.500000,16
7.500000,13
7.500000,11
7.500000,11
7.500000,10
7.500000,15
7.500000,12
7.500000,15
7.500000,15
7.500000,10
7.500000,9
7.500000,14
7.500000,10
7.500000,14
7.500000,13
7.500000,14
7.500000,16
7.500000,13
7.500000,11
7.500000,21
7.500000,13
7.500000,14
15.000000,30
15.000000,29
15.000000,24
15.000000,29
15.000000,17
15.000000,26
15.000000,29
15.000000,30
15.000000,22
15.000000,18
15.000000,24
15.000000,26
15.000000,25
15.000000,31
15.000000,24
15.000000,17
15.000000,24
15.000000,20
15.000000,23
15.000000,21
15.000000,23
15.000000,29
15.000000,20
15.000000,33
15.000000,27
15.000000,24
15.000000,32
15.000000,21
15.000000,22
15.000000,30
30.000000,60
30.000000,45
30.000000,52
30.000000,55
30.000000,54
30.000000,44
30.000000,66
30.000000,39
30.000000,57
30.000000,37
30.000000,61
30.000000,35
30.000000,51
30.000000,38
30.000000,53
30.000000,38
30.000000,48
30.000000,36
30.000000,61
30.000000,32
30.000000,41
30.000000,61
30.000000,47
30.000000,68
30.000000,54
30.000000,53
30.000000,39
30.000000,42
30.000000,52
30.000000,55
60.000000,127
60.000000,95
60.000000,107
60.000000,90
60.000000,93
60.000000,83
60.000000,91
60.000000,89
60.000000,93
60.000000,108
60.000000,117
60.000000,65
60.000000,126
60.000000,84
60.000000,93
60.000000,178
60.000000,88
60.000000,114
60.000000,90
60.000000,105
60.000000,92
60.000000,95
60.000000,64
60.000000,115
60.000000,68
60.000000,71
60.000000,72
60.000000,102
60.000000,123
60.000000,65
120.000000,240
120.000000,197
120.000000,180
120.000000,238
120.000000,232
120.000000,175
120.000000,210
120.000000,361
120.000000,163
120.000000,207
120.000000,279
120.000000,160
120.000000,175
120.000000,222
120.000000,173
120.000000,161
120.000000,241
120.000000,182
120.000000,223
120.000000,187
120.000000,227
120.000000,193
120.000000,199
120.000000,189
120.000000,259
120.000000,181
120.000000,173
120.000000,201
120.000000,233
120.000000,122
240.000000,481
240.000000,435
240.000000,475
240.000000,417
240.000000,410
240.000000,256
240.000000,421
240.000000,425
240.000000,363
240.000000,568
240.000000,444
240.000000,303
240.000000,258
240.000000,430
240.000000,396
240.000000,441
240.000000,392
240.000000,707
240.000000,382
240.000000,401
240.000000,434
240.000000,440
240.000000,424
240.000000,441
240.000000,467
240.000000,291
240.000000,639
240.000000,402
240.000000,348
240.000000,462
480.000000,968
480.000000,717
480.000000,657
480.000000,644
480.000000,705
480.000000,593
480.000000,1351
480.000000,597
480.000000,557
480.000000,767
480.000000,896
480.000000,613
480.000000,962
480.000000,563
480.000000,1068
480.000000,872
480.000000,564
480.000000,517
480.000000,946
480.000000,503
480.000000,509
480.000000,925
480.000000,1038
480.000000,1426
480.000000,924
480.000000,602
480.000000,648
480.000000,804
480.000000,518
480.000000,491
960.000000,1927
960.000000,1226
960.000000,1640
960.000000,1277
960.000000,1616
960.000000,1212
960.000000,1546
960.000000,1530
960.000000,1664
960.000000,1809
960.000000,1239
960.000000,1672
960.000000,1251
960.000000,1387
960.000000,1878
960.000000,1578
960.000000,1349
960.000000,1172
960.000000,1771
960.000000,1418
960.000000,1318
960.000000,1903
960.000000,1414
960.000000,1562
960.000000,1021
960.000000,1432
960.000000,1863
960.000000,1521
960.000000,1308
960.000000,1050
